"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","183","opens and closes the dialog with the cancel button","Tag Form","Sat Mar 07 20:39:16 UTC 2026","passed","Sat Mar 07 20:39:16 UTC 2026","","","",""
"","1605","should display search results when the user enters text","AssetGroupEdit","Sat Mar 07 20:41:41 UTC 2026","passed","Sat Mar 07 20:41:43 UTC 2026","","","",""
"","1","takes updatedParams and current URLSearchParams and returns a function","searchParams","Sat Mar 07 20:41:48 UTC 2026","passed","Sat Mar 07 20:41:48 UTC 2026","","setSingleParamFactory","",""
"Test cases for TestTimeScanValue","0","TestTimeScanValue","","Sat Mar 07 20:38:52 UTC 2026","passed","Sat Mar 07 20:38:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestTimeScanValue","TestTimeScanValue"
"Test cases for TestManagementResource_ListSAMLSignOnEndpoints","17","TestManagementResource_ListSAMLSignOnEndpoints","","Sat Mar 07 20:39:18 UTC 2026","passed","Sat Mar 07 20:39:18 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_ListSAMLSignOnEndpoints","TestManagementResource_ListSAMLSignOnEndpoints"
"","0","returns false if arrays have different length","areArraysSimilar","Sat Mar 07 20:42:50 UTC 2026","passed","Sat Mar 07 20:42:50 UTC 2026","","","",""
"Test cases for TestResources_ListPublishedTemplates","0","TestResources_ListPublishedTemplates","","Sat Mar 07 20:38:45 UTC 2026","passed","Sat Mar 07 20:38:45 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListPublishedTemplates","TestResources_ListPublishedTemplates"
"","46","uses the discardQueryParams prop to discard all query params on the link","AppLink","Sat Mar 07 20:41:37 UTC 2026","passed","Sat Mar 07 20:41:37 UTC 2026","","","",""
"Test cases for TestResources_UpdateSavedQuery_QueryBelongsToAnotherUser","0","TestResources_UpdateSavedQuery_QueryBelongsToAnotherUser","","Sat Mar 07 20:38:45 UTC 2026","passed","Sat Mar 07 20:38:45 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_UpdateSavedQuery_QueryBelongsToAnotherUser","TestResources_UpdateSavedQuery_QueryBelongsToAnotherUser"
"","70","should redirect to nested /file-ingest route if user navigates to /","Administration","Sat Mar 07 20:44:00 UTC 2026","passed","Sat Mar 07 20:44:01 UTC 2026","","","",""
"Test cases for TestResources_DeleteSavedQuery_IDMalformed","0","TestResources_DeleteSavedQuery_IDMalformed","","Sat Mar 07 20:38:45 UTC 2026","passed","Sat Mar 07 20:38:45 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_DeleteSavedQuery_IDMalformed","TestResources_DeleteSavedQuery_IDMalformed"
"","224","shows a loading state","FileIngestTable","Sat Mar 07 20:40:58 UTC 2026","passed","Sat Mar 07 20:40:58 UTC 2026","","","",""
"Test cases for TestResources_GetSearchResult","1","TestResources_GetSearchResult","","Sat Mar 07 20:38:45 UTC 2026","passed","Sat Mar 07 20:38:45 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_GetSearchResult","TestResources_GetSearchResult"
"Test cases for TestIngestJobs_ValidFilters","0","TestIngestJobs_ValidFilters","","Sat Mar 07 20:38:54 UTC 2026","passed","Sat Mar 07 20:38:54 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/model/TestIngestJobs_ValidFilters","TestIngestJobs_ValidFilters"
"Test cases for TestCache_Set","1","TestCache_Set","","Sat Mar 07 20:39:14 UTC 2026","passed","Sat Mar 07 20:39:14 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/cache/TestCache_Set","TestCache_Set"
"","16","when password is expired and on password reset page, no redirect occurs","AuthenticatedRoute","Sat Mar 07 20:44:00 UTC 2026","passed","Sat Mar 07 20:44:00 UTC 2026","","","",""
"Test cases for TestResources_ListADIssuancePolicyLinkedCertTemplates","183","TestResources_ListADIssuancePolicyLinkedCertTemplates","","Sat Mar 07 20:38:45 UTC 2026","passed","Sat Mar 07 20:38:45 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADIssuancePolicyLinkedCertTemplates","TestResources_ListADIssuancePolicyLinkedCertTemplates"
"Test cases for TestConvertOUToNode_InheritanceHashes","0","TestConvertOUToNode_InheritanceHashes","","Sat Mar 07 20:39:15 UTC 2026","passed","Sat Mar 07 20:39:15 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/ein/TestConvertOUToNode_InheritanceHashes","TestConvertOUToNode_InheritanceHashes"
"","66","renders citrix config controls","BloodHoundConfiguration","Sat Mar 07 20:44:14 UTC 2026","passed","Sat Mar 07 20:44:14 UTC 2026","","","",""
"Test cases for TestWriteErrorResponse_V2","0","TestWriteErrorResponse_V2","","Sat Mar 07 20:38:32 UTC 2026","passed","Sat Mar 07 20:38:32 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestWriteErrorResponse_V2","TestWriteErrorResponse_V2"
"","2430","should close the edge filtering dialog when user clicks cancel button","EdgeFilter","Sat Mar 07 20:41:05 UTC 2026","passed","Sat Mar 07 20:41:07 UTC 2026","","","",""
"Test cases for Test_filterNodesToSearchResult_default","0","Test_filterNodesToSearchResult_default","","Sat Mar 07 20:38:55 UTC 2026","passed","Sat Mar 07 20:38:55 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/queries/Test_filterNodesToSearchResult_default","Test_filterNodesToSearchResult_default"
"","224","calls onToggleEdgeLabels when click show all edge labels","GraphControls","Sat Mar 07 20:39:48 UTC 2026","passed","Sat Mar 07 20:39:48 UTC 2026","","Toggling labels","",""
"","142","a name value is required to submit the form","Tag Form","Sat Mar 07 20:39:14 UTC 2026","passed","Sat Mar 07 20:39:14 UTC 2026","","","",""
"","8","renders highlight only for active selector when ruleId is present","SelectedHighlight","Sat Mar 07 20:42:21 UTC 2026","passed","Sat Mar 07 20:42:21 UTC 2026","","","",""
"Copyright 2021 The Go Authors. All rights reserved.TestConcat was ripped from go1.22 source and should be replaced with the stdlib implementation when we move to 1.22Original source: https:","0","TestConcat_too_large","","Sat Mar 07 20:39:27 UTC 2026","passed","Sat Mar 07 20:39:27 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/slicesext/TestConcat_too_large","TestConcat_too_large"
"","55","clears selected if same note is clicked again","NoteCell component","Sat Mar 07 20:41:59 UTC 2026","passed","Sat Mar 07 20:41:59 UTC 2026","","","",""
"Test cases for Test_GetApplicationConfigurations","0","Test_GetApplicationConfigurations","","Sat Mar 07 20:38:45 UTC 2026","passed","Sat Mar 07 20:38:45 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/Test_GetApplicationConfigurations","Test_GetApplicationConfigurations"
"Test cases for TestManagementResource_ListPermissions_SortingError","0","TestManagementResource_ListPermissions_SortingError","","Sat Mar 07 20:38:50 UTC 2026","passed","Sat Mar 07 20:38:50 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_ListPermissions_SortingError","TestManagementResource_ListPermissions_SortingError"
"Test cases for Test_SetApplicationConfiguration","0","Test_SetApplicationConfiguration","","Sat Mar 07 20:38:45 UTC 2026","passed","Sat Mar 07 20:38:45 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/Test_SetApplicationConfiguration","Test_SetApplicationConfiguration"
"","14","displays a status label","StatusIndicator","Sat Mar 07 20:43:01 UTC 2026","passed","Sat Mar 07 20:43:01 UTC 2026","","","",""
"","753","renders a button that expands the filter section","AssetGroupEdit","Sat Mar 07 20:40:10 UTC 2026","passed","Sat Mar 07 20:40:11 UTC 2026","","","",""
"","200","should call ""onCancel one time""","Enable2FADialog","Sat Mar 07 20:41:58 UTC 2026","passed","Sat Mar 07 20:41:58 UTC 2026","","user clicks ""Cancel"" button","",""
"Test cases for TestManagementResource_DeleteUser_BadUserID","0","TestManagementResource_DeleteUser_BadUserID","","Sat Mar 07 20:39:01 UTC 2026","passed","Sat Mar 07 20:39:01 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_DeleteUser_BadUserID","TestManagementResource_DeleteUser_BadUserID"
"","633","displays a Upload Files button","FileIngest","Sat Mar 07 20:42:22 UTC 2026","passed","Sat Mar 07 20:42:23 UTC 2026","","","",""
"","2","returns paramValue if it is one of the expected values","useExploreParams","Sat Mar 07 20:43:12 UTC 2026","passed","Sat Mar 07 20:43:12 UTC 2026","","parseSearchType","",""
"Test cases for TestDatabase_NullUUID","0","TestDatabase_NullUUID","","Sat Mar 07 20:38:52 UTC 2026","passed","Sat Mar 07 20:38:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/TestDatabase_NullUUID","TestDatabase_NullUUID"
"Test cases for TestManagementResource_ListSAMLProviders","25","TestManagementResource_ListSAMLProviders","","Sat Mar 07 20:39:18 UTC 2026","passed","Sat Mar 07 20:39:18 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_ListSAMLProviders","TestManagementResource_ListSAMLProviders"
"Test cases for TestResources_ListADDomainContainedGroups","3","TestResources_ListADDomainContainedGroups","","Sat Mar 07 20:38:45 UTC 2026","passed","Sat Mar 07 20:38:45 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADDomainContainedGroups","TestResources_ListADDomainContainedGroups"
"Test cases for TestInt64Scan","0","TestInt64Scan","","Sat Mar 07 20:38:52 UTC 2026","passed","Sat Mar 07 20:38:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestInt64Scan","TestInt64Scan"
"","30","when `selectedItem` is null, the combobox does not display an icon","icon rendering","Sat Mar 07 20:40:16 UTC 2026","passed","Sat Mar 07 20:40:16 UTC 2026","","","",""
"","193","calls setExploreParams with searchType and relationshipQueryItemId when selecting a composition accordion","EdgeInfoContent","Sat Mar 07 20:39:29 UTC 2026","passed","Sat Mar 07 20:39:29 UTC 2026","","EdgeInfoContent support for Deep Linking","",""
"","112","displays Force Password Reset checkbox when showNeedsPasswordReset is true","PasswordDialog","Sat Mar 07 20:39:36 UTC 2026","passed","Sat Mar 07 20:39:36 UTC 2026","","","",""
"","37","is disabled if no filters are active","AssetGroupEdit","Sat Mar 07 20:40:13 UTC 2026","passed","Sat Mar 07 20:40:13 UTC 2026","","Clear Filters button","",""
"","98","calls clickHandler when a line item is clicked","PrebuiltSearchList","Sat Mar 07 20:41:45 UTC 2026","passed","Sat Mar 07 20:41:45 UTC 2026","","","",""
"","178","renders the form for editing an existing label","Tag Form","Sat Mar 07 20:39:13 UTC 2026","passed","Sat Mar 07 20:39:14 UTC 2026","","","",""
"Test cases for TestResources_ListAuditLogs_DBError","0","TestResources_ListAuditLogs_DBError","","Sat Mar 07 20:38:45 UTC 2026","passed","Sat Mar 07 20:38:45 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListAuditLogs_DBError","TestResources_ListAuditLogs_DBError"
"Test cases for TestManagementResource_ListUsers_DBError","0","TestManagementResource_ListUsers_DBError","","Sat Mar 07 20:38:50 UTC 2026","passed","Sat Mar 07 20:38:50 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/auth/TestManagementResource_ListUsers_DBError","TestManagementResource_ListUsers_DBError"
"","17","allows you to update the list of selected filters, only updating the url after calling the apply function","usePathfindingFilters","Sat Mar 07 20:42:39 UTC 2026","passed","Sat Mar 07 20:42:39 UTC 2026","","","",""
"Test cases for Test_filterNodesToSearchResult_filterEnvironmentsEmpty","0","Test_filterNodesToSearchResult_filterEnvironmentsEmpty","","Sat Mar 07 20:38:55 UTC 2026","passed","Sat Mar 07 20:38:55 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/queries/Test_filterNodesToSearchResult_filterEnvironmentsEmpty","Test_filterNodesToSearchResult_filterEnvironmentsEmpty"
"Test cases for TestSignRequestSuccess","0","TestSignRequestSuccess","","Sat Mar 07 20:38:32 UTC 2026","passed","Sat Mar 07 20:38:32 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestSignRequestSuccess","TestSignRequestSuccess"
"Test cases for TestBHCEStaticHandler","20","TestBHCEStaticHandler","","Sat Mar 07 20:38:38 UTC 2026","passed","Sat Mar 07 20:38:38 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/static/TestBHCEStaticHandler","TestBHCEStaticHandler"
"Test cases for TestResources_GetAssetGroupMemberCount_IDMalformed","0","TestResources_GetAssetGroupMemberCount_IDMalformed","","Sat Mar 07 20:38:45 UTC 2026","passed","Sat Mar 07 20:38:45 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_GetAssetGroupMemberCount_IDMalformed","TestResources_GetAssetGroupMemberCount_IDMalformed"
"Test cases for FuzzFoldlLazy","0","FuzzFoldlLazy","","Sat Mar 07 20:39:27 UTC 2026","passed","Sat Mar 07 20:39:27 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/slicesext/FuzzFoldlLazy","FuzzFoldlLazy"
"","1","filters by collected=false when ""no"" filter is active","filterAndSearchEnvironments","Sat Mar 07 20:39:25 UTC 2026","passed","Sat Mar 07 20:39:25 UTC 2026","","collected filters","",""
"Test cases for TestResources_GetComputerEntityInfo","0","TestResources_GetComputerEntityInfo","","Sat Mar 07 20:38:45 UTC 2026","passed","Sat Mar 07 20:38:45 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_GetComputerEntityInfo","TestResources_GetComputerEntityInfo"
"Test cases for TestValidateRequestSignature","279","TestValidateRequestSignature","","Sat Mar 07 20:38:32 UTC 2026","passed","Sat Mar 07 20:38:32 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/TestValidateRequestSignature","TestValidateRequestSignature"
"Test cases for TestEncodingInterface","0","TestEncodingInterface","","Sat Mar 07 20:39:14 UTC 2026","passed","Sat Mar 07 20:39:14 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/bomenc/TestEncodingInterface","TestEncodingInterface"
"","0","isError returns as expected based on all queries combined","queriesAreLoadingOrErrored","Sat Mar 07 20:43:06 UTC 2026","passed","Sat Mar 07 20:43:06 UTC 2026","","","",""
"","1","adds email filter if madeBy contains ""@""","createHistoryParams","Sat Mar 07 20:42:17 UTC 2026","passed","Sat Mar 07 20:42:17 UTC 2026","","","",""
"Test cases for Test_AuthMiddleware","0","Test_AuthMiddleware","","Sat Mar 07 20:38:37 UTC 2026","passed","Sat Mar 07 20:38:37 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/middleware/Test_AuthMiddleware","Test_AuthMiddleware"
"","445","does not display must be new password error messages when current password is not required","PasswordDialog","Sat Mar 07 20:39:39 UTC 2026","passed","Sat Mar 07 20:39:39 UTC 2026","","","",""
"","59","when there is no ID in the URL the highest position tag ID is returned","usePZQueryParams","Sat Mar 07 20:41:34 UTC 2026","passed","Sat Mar 07 20:41:34 UTC 2026","","","",""
"Test cases for TestConvertContainerToNode_InheritanceHashes","0","TestConvertContainerToNode_InheritanceHashes","","Sat Mar 07 20:39:15 UTC 2026","passed","Sat Mar 07 20:39:15 UTC 2026","","Go Test","github.com/specterops/bloodhound/packages/go/ein/TestConvertContainerToNode_InheritanceHashes","TestConvertContainerToNode_InheritanceHashes"
"Test cases for TestQueries_BuildEntityQueryParams_DataTypeCount","0","TestQueries_BuildEntityQueryParams_DataTypeCount","","Sat Mar 07 20:38:56 UTC 2026","passed","Sat Mar 07 20:38:56 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/queries/TestQueries_BuildEntityQueryParams_DataTypeCount","TestQueries_BuildEntityQueryParams_DataTypeCount"
"","5","returns a date string only if passed a string with a matching key","Formatting strings via formatPrimive","Sat Mar 07 20:40:08 UTC 2026","passed","Sat Mar 07 20:40:08 UTC 2026","","","",""
"","99","continue button is disabled when no SSO provider has been selected","LoginViaSSOForm","Sat Mar 07 20:41:46 UTC 2026","passed","Sat Mar 07 20:41:46 UTC 2026","","","",""
"","656","displays validation error messages when password does not match confirmation","PasswordDialog","Sat Mar 07 20:39:37 UTC 2026","passed","Sat Mar 07 20:39:38 UTC 2026","","","",""
"Test cases for TestBoolEqual","0","TestBoolEqual","","Sat Mar 07 20:38:52 UTC 2026","passed","Sat Mar 07 20:38:52 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/database/types/null/TestBoolEqual","TestBoolEqual"
"Test cases for TestResources_ListADDomainInboundTrusts","2","TestResources_ListADDomainInboundTrusts","","Sat Mar 07 20:38:45 UTC 2026","passed","Sat Mar 07 20:38:45 UTC 2026","","Go Test","github.com/specterops/bloodhound/cmd/api/src/api/v2/TestResources_ListADDomainInboundTrusts","TestResources_ListADDomainInboundTrusts"
"","64","List Display Roles Hook is Loading","useListDisplayRoles","Sat Mar 07 20:39:54 UTC 2026","passed","Sat Mar 07 20:39:54 UTC 2026","","","",""
"","94","should display the logged in user's role","UserProfile","Sat Mar 07 20:40:21 UTC 2026","passed","Sat Mar 07 20:40:21 UTC 2026","","","",""
